case number,case detail,time of fir,no of suspects,progress,police station numbers
3iKT0,Robbery at a convenience store,2022-11-24 16:44:38,9,closed,98742781
jk9UC,Car theft,2022-01-04 17:34:13,6,pending,43222830
sZWyf,Cybercrime,2019-08-13 02:49:03,10,pending,54814401
Ppl4l,Human trafficking,2021-10-20 10:55:23,4,closed,71654355
cnEgG,Domestic violence,2020-10-18 12:16:20,7,pending,52424133
1IyEl,Assault on an officer,2022-11-05 13:40:17,3,pending,20675783
ehSx5,Car theft,2022-03-17 10:32:02,4,closed,37799070
RMzve,Homicide,2019-02-14 04:27:02,5,closed,50000365
S3QIZ,Kidnapping,2022-01-30 16:57:40,3,closed,84975569
hhVJm,Forgery and fraud,2020-03-21 17:19:17,5,closed,76445182
11ggq,Drug trafficking,2020-09-19 15:36:45,7,closed,18297639
6DGQn,Domestic violence,2020-11-10 10:00:39,1,pending,12109920
5lpnx,Assault in a public place,2020-06-30 09:36:19,6,pending,25814047
3rZ1z,Kidnapping,2019-09-16 06:33:39,3,closed,75888937
nkR1y,Kidnapping,2021-03-12 03:33:50,2,pending,78071609
SwEbp,Stalking,2021-09-08 17:23:44,7,pending,37954067
kKza3,Car theft,2022-10-10 09:54:51,8,closed,39218947
yKIHj,Human trafficking,2020-10-15 22:07:07,9,pending,76298566
BUJ9k,Identity theft,2021-05-19 15:30:57,2,closed,04760911
2tVF6,Stalking,2019-02-25 08:45:20,3,closed,61995352
NTiMs,Kidnapping,2019-05-22 02:23:29,2,pending,46120435
5nBnk,Cybercrime,2021-02-04 23:32:55,2,closed,41617379
QDXj2,Environmental crime,2019-02-11 18:27:48,10,pending,80821494
6qsTb,Cybercrime,2019-08-22 17:40:01,2,closed,99674511
kxakv,Shoplifting at a mall,2020-07-30 20:50:04,2,pending,51554046
dn9rD,Shoplifting at a mall,2022-08-01 18:09:03,10,pending,33091409
bqJM1,Homicide,2020-07-13 00:24:26,3,closed,48244821
MbdyQ,Homicide,2019-05-18 17:31:06,3,pending,84905944
4mYlQ,Child abuse,2021-12-27 09:03:15,6,pending,72189776
OIObB,Vandalism in a park,2021-11-03 03:39:51,10,closed,99477046
LyXeV,Forgery and fraud,2021-10-19 03:14:28,2,pending,38305205
18fP7,Child abuse,2020-05-08 21:55:43,6,closed,89817192
L2MD1,Child abuse,2021-11-21 12:25:45,9,pending,05025317
eDXa6,Identity theft,2020-01-31 20:05:39,5,closed,60091887
bdk0p,Cybercrime,2019-12-26 18:01:26,4,closed,50665317
hsQlU,Car theft,2020-10-07 07:09:38,4,pending,45856576
rPPZD,Child abuse,2022-01-27 10:47:34,4,closed,08136532
eDoCU,Domestic violence,2019-10-02 11:28:44,4,pending,08232165
MlMC3,Trespassing,2022-05-01 09:49:24,6,closed,80440145
SyDVS,Shoplifting at a mall,2019-08-04 01:55:47,9,pending,09846719
sRZxi,Assault in a public place,2021-06-26 09:39:58,10,pending,82218969
DmYcS,Environmental crime,2019-11-21 00:58:08,9,closed,43913211
1l08r,Forgery and fraud,2022-06-17 10:29:52,6,pending,69390813
Q0tMv,Human trafficking,2020-06-01 02:33:17,5,closed,35660244
nMltb,Environmental crime,2020-04-05 07:28:26,8,closed,01924803
N01ne,Human trafficking,2022-01-08 20:39:19,4,closed,21867831
ohPMk,Domestic violence,2020-04-26 03:40:06,5,closed,83931040
Pfpg1,Vandalism in a park,2021-06-21 18:05:13,5,pending,72269085
g0mJH,Car theft,2021-07-02 01:04:54,2,pending,44236460
m6U7F,Cybercrime,2021-09-24 01:38:43,9,closed,08888707
N4T0t,Car theft,2022-04-15 03:15:04,4,pending,60332443
ylcx6,Robbery at a convenience store,2021-07-04 21:35:40,6,pending,02964966
V9Zkl,Stalking,2019-07-13 15:54:03,10,closed,58968396
9y7SO,Kidnapping,2020-12-28 01:58:49,2,closed,91595328
yeX4v,Environmental crime,2021-10-15 22:39:22,7,closed,90158212
XpKnI,Vandalism in a park,2022-05-28 16:37:39,8,closed,27638387
y9OEy,Arson,2021-07-18 04:33:36,10,closed,73546202
5LVKs,Stalking,2021-10-11 04:16:05,9,closed,41355459
4DTZv,Arson,2022-11-29 09:08:06,9,pending,30100330
pgTE0,Trespassing,2020-06-17 21:27:04,9,pending,94776893
bkxAF,Assault on an officer,2022-01-19 02:39:55,4,pending,41227559
Jr8Hj,Assault in a public place,2019-06-29 08:33:11,5,pending,88677874
25PzN,Child abuse,2021-05-30 11:52:34,3,closed,88477474
Lg0GU,Arson,2021-02-18 17:03:05,1,pending,53374751
irTMo,Environmental crime,2022-11-24 04:22:34,5,closed,09331773
5khfb,Trespassing,2022-06-23 01:47:14,7,closed,69788638
DrtEL,Trespassing,2022-02-27 15:51:49,7,closed,17449037
Qwj6h,Vandalism in a park,2021-03-09 06:06:59,10,closed,26372705
5QPOt,Burglary in a residential area,2021-12-17 06:17:18,8,pending,62197017
BMmrx,Stalking,2022-04-27 20:46:21,8,pending,34203147
O8Ts3,Public disturbance,2019-11-25 00:24:31,9,closed,66329508
YhkTt,Environmental crime,2022-03-10 17:59:01,9,pending,03335798
Bl8Po,Child abuse,2022-09-29 18:26:10,2,closed,80204707
iSdhR,Trespassing,2021-08-01 05:22:58,6,closed,60886647
dzgQy,Drug trafficking,2022-01-16 10:30:12,2,pending,39555170
57pzm,Shoplifting at a mall,2020-03-21 08:10:28,4,pending,23291498
yj2qK,Public disturbance,2019-10-05 01:57:20,6,closed,73205735
jny61,Assault in a public place,2020-05-10 16:00:44,2,closed,39509284
IgIET,Car theft,2021-11-08 12:53:24,1,pending,33525794
oOxEm,Arson,2022-03-11 11:52:58,9,pending,35555756
CGtts,Identity theft,2020-02-07 21:46:04,5,closed,55753680
NjxCY,Child abuse,2019-05-06 01:14:07,1,pending,12262583
KkCEQ,Cybercrime,2021-09-14 21:14:25,8,closed,77797686
99XeZ,Arson,2020-05-24 12:20:02,8,pending,68698658
18qOw,Cybercrime,2019-01-09 06:17:15,4,pending,60290468
R250S,Burglary in a residential area,2019-03-07 22:26:19,8,closed,05332871
ovUjE,Stalking,2019-10-14 14:26:05,5,pending,59704311
bf1Zw,Car theft,2020-01-21 06:54:51,3,closed,09688121
aMTst,Assault on an officer,2020-09-28 04:38:25,2,closed,43122901
r3rDv,Assault on an officer,2019-03-30 17:07:05,9,pending,52009097
s2owG,Public disturbance,2022-12-09 11:35:12,2,closed,44381901
E7ute,Car theft,2021-02-06 07:29:13,6,closed,07224075
qoYUo,Vandalism in a park,2019-06-07 20:35:41,9,closed,81005192
3qnP0,Domestic violence,2020-09-29 00:44:24,7,closed,12669030
oUTR6,Domestic violence,2022-07-05 22:32:57,4,closed,29032815
ScuiP,Environmental crime,2021-11-06 04:31:57,9,closed,19652694
jJyRZ,Public disturbance,2021-07-31 08:57:29,5,pending,56126799
c89Um,Drug trafficking,2021-03-03 11:35:42,5,closed,03418487
G0Uvd,Kidnapping,2020-09-11 22:33:56,3,closed,70714447
69fIn,Vandalism in a park,2022-05-25 03:48:22,9,pending,91611713
6Rjxj,Burglary in a residential area,2022-08-15 07:54:31,6,closed,60684764
fdYco,Trespassing,2022-08-01 11:04:08,1,pending,92407451
d5rER,Burglary in a residential area,2020-05-14 19:44:14,1,pending,57485787
P9Chl,Assault on an officer,2022-06-06 23:09:14,10,pending,24103052
yDZe7,Public disturbance,2021-06-22 19:46:34,1,pending,48298374
9QOha,Arson,2021-07-18 18:20:13,9,pending,60673304
6oTvF,Stalking,2021-07-13 23:09:49,5,pending,96167540
tp0tY,Burglary in a residential area,2020-12-11 01:24:08,4,pending,82708661
UJN68,Human trafficking,2019-03-30 07:40:30,6,pending,98561367
AWr1G,Environmental crime,2019-09-19 14:13:44,2,pending,94597865
y6Xvb,Identity theft,2022-09-04 03:42:14,3,pending,31005944
dKwDN,Car theft,2022-04-23 09:19:54,10,pending,27617313
nuMwp,Child abuse,2020-12-05 22:52:47,1,closed,02248508
4KqpU,Child abuse,2021-10-12 11:28:54,7,pending,66077951
xGzKh,Forgery and fraud,2020-04-14 10:22:07,6,pending,10943759
qPSM2,Environmental crime,2022-09-29 19:30:55,8,pending,51741034
QYKUj,Public disturbance,2019-04-20 13:33:48,8,closed,42170388
OMjx7,Stalking,2022-11-23 13:57:34,1,closed,39454945
PLJjN,Robbery at a convenience store,2020-09-18 10:13:24,10,closed,13537277
NNyNF,Homicide,2019-02-17 17:08:46,10,closed,14591604
nPnoE,Identity theft,2020-10-02 18:00:37,7,pending,82305395
S7FT5,Forgery and fraud,2022-07-02 06:11:05,2,closed,61182332
hIlus,Assault on an officer,2021-06-30 18:57:21,9,pending,89514540
4c9ZD,Burglary in a residential area,2020-12-28 12:31:37,5,closed,05808616
XUfu4,Human trafficking,2020-09-12 21:08:35,3,pending,59864329
Rardz,Arson,2019-12-01 19:23:58,3,pending,85264639
GuIhX,Assault on an officer,2021-06-21 03:55:20,8,closed,34296840
qrLIL,Drug trafficking,2022-12-31 13:46:53,3,pending,95106692
N66QZ,Arson,2020-05-26 21:48:02,9,pending,91812067
HkFwd,Human trafficking,2019-03-07 22:47:30,2,pending,55167384
EyXjv,Environmental crime,2022-07-30 19:00:22,6,pending,30403393
2ALv0,Car theft,2022-09-17 19:20:16,8,closed,28484822
m3yua,Vandalism in a park,2019-04-05 18:25:24,3,pending,77798382
mGSC5,Kidnapping,2019-10-17 16:39:01,9,closed,54079545
2syz3,Arson,2019-07-16 02:35:17,10,closed,22747228
4hhoT,Shoplifting at a mall,2020-05-06 20:05:21,6,pending,21175592
vd9vc,Arson,2019-03-29 18:43:33,6,closed,23173409
QC45Z,Car theft,2019-09-11 23:22:37,4,pending,45095500
bLHmi,Human trafficking,2020-11-03 10:30:17,9,closed,90553411
lprEq,Robbery at a convenience store,2020-03-03 21:48:27,7,pending,08289538
qh0Pm,Domestic violence,2020-10-11 15:15:28,7,closed,95777251
hwpiL,Shoplifting at a mall,2021-05-11 02:44:00,5,pending,21461999
GBpvI,Kidnapping,2022-02-28 12:04:49,8,pending,31341395
ZQKDb,Human trafficking,2021-05-03 18:26:31,3,closed,39202324
ZglJq,Robbery at a convenience store,2022-06-14 12:45:59,5,closed,63289488
k5GkE,Homicide,2020-08-27 10:31:55,4,closed,34739222
YO40f,Car theft,2021-05-21 10:49:48,9,pending,53728666
F5LkW,Kidnapping,2019-08-03 03:34:51,2,pending,94488864
GXR80,Drug trafficking,2021-05-11 21:42:08,1,closed,48961400
xFLTU,Drug trafficking,2022-05-07 22:55:44,5,closed,93085578
xiRF6,Vandalism in a park,2020-08-05 12:35:13,10,closed,86618056
6OUIA,Forgery and fraud,2020-06-28 21:02:44,9,pending,58518842
TGcAa,Child abuse,2021-12-25 02:48:40,9,pending,72915037
GhDJ3,Homicide,2020-03-17 09:25:31,9,closed,86914714
vtmWI,Cybercrime,2022-11-25 13:13:59,6,pending,86877317
ZOd9p,Environmental crime,2022-03-25 07:15:22,7,pending,19729828
qKLSJ,Assault on an officer,2021-11-19 13:33:14,9,pending,43417404
mRlDv,Drug trafficking,2019-09-29 01:31:07,6,pending,42371438
qi0ZU,Child abuse,2019-01-20 10:27:08,5,closed,78482433
UVYmN,Arson,2022-02-05 19:04:09,10,pending,90024672
yJq2z,Homicide,2022-06-01 02:27:07,1,closed,16774594
3xHQm,Identity theft,2019-07-04 19:51:54,3,closed,03899979
rSfsc,Forgery and fraud,2020-07-18 17:58:38,10,closed,58631760
0d5pd,Car theft,2022-08-12 15:36:43,4,closed,48922424
4kmCG,Arson,2019-04-09 04:29:15,8,closed,61514793
tKYj6,Child abuse,2022-12-05 19:36:29,6,closed,20508943
Q3q2e,Car theft,2020-05-03 15:53:38,9,closed,03573433
YzW8J,Public disturbance,2019-04-15 18:32:42,5,pending,10002597
rv4ad,Robbery at a convenience store,2019-03-19 09:55:49,10,closed,53019802
KDrix,Stalking,2022-12-30 09:36:48,4,closed,32283840
AJUZo,Cybercrime,2021-05-12 22:02:44,2,closed,63083608
PUsRE,Environmental crime,2019-02-07 04:00:07,8,pending,31397989
ukWay,Arson,2021-09-08 19:05:00,10,closed,74840668
RSifh,Identity theft,2021-09-28 22:59:35,9,closed,00527643
ckrw8,Shoplifting at a mall,2022-12-15 04:36:47,4,closed,32034741
81JbX,Identity theft,2022-08-13 10:39:41,8,pending,76886795
sPu2h,Identity theft,2019-10-22 14:53:58,3,pending,74742691
gD6g2,Assault on an officer,2021-01-27 15:39:25,1,pending,76287694
jieRP,Vandalism in a park,2019-09-01 05:30:17,4,pending,15367532
rjRk9,Stalking,2019-05-29 18:57:11,7,closed,16350762
gWxYd,Assault in a public place,2021-02-02 05:15:07,9,closed,01763706
9htQe,Identity theft,2022-08-18 23:27:19,6,pending,51785595
nHa90,Burglary in a residential area,2019-04-02 15:47:19,6,closed,68763901
dkMi3,Arson,2021-08-31 02:13:29,6,pending,83928133
uNrDD,Assault on an officer,2022-11-28 09:53:49,6,pending,29681985
0KfcW,Assault in a public place,2022-04-22 08:48:48,2,pending,68100948
o01MG,Forgery and fraud,2021-10-27 21:06:49,5,pending,17080782
qXRw4,Public disturbance,2020-05-15 06:26:03,5,pending,83447811
pCR0z,Drug trafficking,2020-07-01 11:47:43,5,closed,91143426
vAMPX,Kidnapping,2022-06-09 20:00:43,5,closed,96945232
vxOHm,Vandalism in a park,2021-05-29 12:49:55,3,closed,65963515
TMobv,Car theft,2020-11-21 03:13:55,7,pending,33781384
YWH13,Assault in a public place,2020-04-12 01:03:14,9,closed,73486281
vMoU1,Public disturbance,2019-01-26 18:43:34,4,pending,12603014
qwQYW,Assault on an officer,2022-06-15 21:59:37,6,closed,41611769
8gQTm,Assault in a public place,2022-03-08 23:05:37,2,closed,89017902
l7Pip,Drug trafficking,2020-07-08 17:32:52,1,pending,33695002
rcmqY,Robbery at a convenience store,2020-04-29 09:31:10,4,pending,62845952
cFVwh,Drug trafficking,2022-06-21 14:47:38,6,pending,05894619
V2Xlh,Burglary in a residential area,2020-10-04 09:06:34,10,closed,12868764
W1sG4,Human trafficking,2019-01-29 10:14:12,5,closed,93568860
X3gdq,Human trafficking,2021-02-07 18:14:53,2,pending,98285486
u8GeB,Trespassing,2022-01-29 01:19:02,10,closed,74760881
74GOt,Environmental crime,2019-12-13 18:16:05,8,pending,06385532
mkfMP,Car theft,2020-06-29 07:01:23,3,pending,25429149
0o2LW,Homicide,2020-10-23 21:40:10,4,pending,32882339
6ObwR,Arson,2020-02-14 13:53:31,3,closed,63665319
0dZm9,Trespassing,2021-09-28 10:22:13,2,pending,52308738
3Btv8,Human trafficking,2019-11-29 06:18:46,9,pending,97561090
7ijVK,Shoplifting at a mall,2022-08-23 06:00:45,7,pending,05270607
Nuesk,Trespassing,2020-07-19 20:58:33,10,pending,29725666
CQtLD,Public disturbance,2020-03-29 08:18:42,5,closed,32778149
nP2sM,Trespassing,2021-02-08 03:41:33,1,pending,43016430
NAD1c,Environmental crime,2021-02-24 04:53:59,9,pending,93985523
OrA1q,Burglary in a residential area,2020-06-18 03:24:28,2,closed,99161193
2kw4n,Shoplifting at a mall,2019-11-04 23:10:20,9,pending,83786658
Rr0wf,Burglary in a residential area,2020-06-21 19:42:58,5,closed,22641671
kpE3Y,Assault in a public place,2021-08-15 04:54:53,10,pending,15314100
ok8rL,Cybercrime,2019-12-05 01:00:43,9,pending,31924935
lIr4R,Assault in a public place,2020-05-11 11:31:32,8,pending,03439853
yRZAI,Arson,2022-10-11 10:14:14,9,closed,52261564
bruCS,Arson,2021-07-03 12:36:36,7,pending,71639388
MShyO,Drug trafficking,2020-02-22 00:30:25,10,pending,36928090
DFz99,Human trafficking,2021-01-27 23:43:04,3,pending,71473685
6wae8,Forgery and fraud,2022-03-09 23:17:37,4,closed,27437555
x1A5A,Vandalism in a park,2022-03-04 23:53:27,3,closed,81401172
O7xN9,Cybercrime,2020-10-01 20:56:29,10,pending,95602788
WU4Pz,Trespassing,2019-04-18 10:53:15,4,pending,10926794
FPa6y,Arson,2019-06-11 07:54:46,9,closed,64576012
fSc7Y,Domestic violence,2019-12-04 10:34:22,5,closed,40280978
LrUPn,Assault in a public place,2021-05-04 03:33:31,1,pending,82991128
wgxO4,Child abuse,2022-08-28 22:30:50,4,pending,92137222
HQBUb,Domestic violence,2020-11-25 10:13:09,9,pending,45342069
dNkUD,Public disturbance,2019-05-28 13:25:44,3,pending,73156532
IDTCL,Child abuse,2021-01-01 17:40:08,10,pending,78909262
TFk5I,Cybercrime,2019-02-01 02:04:23,8,closed,24584616
oyd3B,Assault in a public place,2020-07-15 19:35:34,7,closed,88725193
st3Vj,Environmental crime,2021-11-04 14:39:12,1,closed,04684918
03gpC,Arson,2019-11-15 20:26:50,5,pending,03310162
0iB7M,Robbery at a convenience store,2022-01-19 16:00:01,6,pending,76748499
UnK19,Stalking,2020-08-27 00:43:40,4,closed,31122484
cvctg,Car theft,2022-05-10 23:31:42,6,pending,61709113
yaxGo,Stalking,2020-06-02 11:16:41,10,closed,47009681
ZI1Cu,Car theft,2021-04-28 01:02:31,5,pending,85955642
5VgcC,Drug trafficking,2022-07-13 17:53:28,1,closed,45336474
MmYbt,Forgery and fraud,2019-05-02 11:49:50,10,closed,68797922
3Hio0,Forgery and fraud,2019-12-19 10:08:23,10,pending,27681188
SeJYU,Robbery at a convenience store,2021-09-09 11:26:17,4,pending,67918123
QcZKl,Assault on an officer,2019-10-07 23:29:25,10,closed,45071833
bqJci,Car theft,2021-05-21 00:04:32,5,closed,22314749
X1SQD,Stalking,2021-07-08 23:19:49,8,closed,21482639
mJHMl,Stalking,2021-04-26 16:35:07,10,closed,04378587
Y7v0W,Vandalism in a park,2020-07-25 04:21:22,7,pending,71718646
8gz1P,Burglary in a residential area,2021-12-13 13:58:35,9,pending,49260370
8QOcG,Domestic violence,2021-04-29 19:29:43,2,closed,03653811
q70mo,Car theft,2021-05-02 04:31:08,6,closed,25240912
yqa1H,Burglary in a residential area,2019-08-07 12:06:38,2,closed,20394354
nRwba,Homicide,2021-06-27 08:05:02,5,pending,34903423
nuHvo,Forgery and fraud,2020-08-28 13:11:34,9,pending,67523257
3aKgF,Vandalism in a park,2020-12-05 02:42:26,2,closed,60134229
VTXsT,Assault in a public place,2021-04-16 06:45:11,1,closed,38713718
JEpUc,Robbery at a convenience store,2022-10-25 14:37:12,4,closed,99688408
ukxPk,Identity theft,2021-02-08 12:15:27,8,closed,73948394
bwkFR,Assault on an officer,2021-02-24 21:40:13,5,closed,91647160
ckJdA,Arson,2019-12-14 08:56:14,10,pending,97295981
WTg4M,Public disturbance,2019-09-16 14:24:47,1,pending,43007960
bj0hH,Robbery at a convenience store,2021-12-01 11:32:08,9,closed,24668108
aIMWZ,Public disturbance,2021-10-13 14:54:01,2,closed,04499869
M8zlc,Burglary in a residential area,2021-06-28 11:27:01,6,closed,75257310
eBKub,Stalking,2021-09-10 22:40:50,5,pending,43149543
XGHaS,Environmental crime,2020-06-20 21:49:16,10,pending,50335175
nGc5F,Domestic violence,2020-10-19 21:16:26,9,closed,77826503
9hIyM,Robbery at a convenience store,2020-03-10 19:35:08,2,closed,68787352
P1zlx,Vandalism in a park,2021-10-21 16:47:47,9,closed,77673965
jFKw5,Assault on an officer,2019-10-21 18:46:23,10,pending,02776343
7NR83,Robbery at a convenience store,2022-08-14 17:10:10,3,closed,57251394
rbmsh,Cybercrime,2021-11-15 03:57:41,7,pending,65012017
n5wQm,Burglary in a residential area,2022-09-10 16:21:38,8,pending,31716801
3Dq3D,Vandalism in a park,2021-08-30 15:11:26,2,closed,27193054
m53ug,Assault on an officer,2019-01-05 21:25:00,3,pending,38801826
0AHRd,Robbery at a convenience store,2019-02-24 12:15:51,3,closed,43298358
8ts2u,Domestic violence,2021-03-03 00:54:30,10,pending,21800779
8lkOk,Arson,2022-09-28 02:22:23,8,pending,33980662
i0DpU,Stalking,2019-09-05 06:17:17,6,pending,85553320
HqoUG,Human trafficking,2019-08-25 06:40:41,10,pending,90458507
E64lW,Assault in a public place,2019-10-28 09:29:46,1,pending,70614622
6RiT8,Trespassing,2022-04-23 17:17:16,7,pending,76238753
T0GdP,Shoplifting at a mall,2021-04-23 13:25:45,4,closed,65897937
bYKDN,Arson,2021-10-04 06:56:45,8,closed,79294352
yYrrr,Identity theft,2022-03-27 18:08:42,2,closed,05258501
4yT8F,Stalking,2021-06-08 12:52:24,1,pending,07634801
EN1nb,Cybercrime,2019-12-03 12:40:32,1,pending,22669382
9wTle,Assault on an officer,2019-01-08 21:10:12,9,pending,38427866
8DwQa,Assault on an officer,2022-05-01 13:13:22,9,pending,98346229
uBwhq,Burglary in a residential area,2019-08-06 18:50:10,2,closed,09736054
bBabc,Cybercrime,2021-07-19 14:09:13,2,closed,00044228
ugNF0,Human trafficking,2020-12-15 10:44:55,2,closed,94650208
tb8jJ,Trespassing,2022-09-22 00:09:04,3,pending,99829231
xAnzj,Assault on an officer,2020-05-16 08:18:22,5,closed,20747573
QDBn8,Assault in a public place,2021-06-12 21:50:26,1,closed,35361512
8l4LO,Assault in a public place,2022-05-15 17:18:13,10,closed,44770634
plXAV,Environmental crime,2021-09-28 17:53:51,1,pending,11771290
Dqaxb,Robbery at a convenience store,2020-08-29 02:59:05,2,closed,17607731
sqhu2,Forgery and fraud,2021-03-08 17:53:09,4,pending,36226819
HKVcX,Burglary in a residential area,2020-04-17 22:59:37,10,pending,50223377
xyRGe,Shoplifting at a mall,2020-10-14 02:13:12,2,pending,72560741
gfxxg,Cybercrime,2021-02-19 04:24:40,9,pending,32728392
Z2pfT,Vandalism in a park,2020-01-04 05:12:18,8,closed,60728838
dbCEj,Assault in a public place,2020-11-10 04:10:15,3,closed,95359369
mIdC0,Arson,2019-05-31 13:15:01,5,closed,76858573
4Shy5,Car theft,2021-11-17 02:53:58,8,pending,39430021
qVqHz,Homicide,2020-03-03 05:16:51,10,pending,90763846
yJsyG,Child abuse,2022-05-24 03:27:15,8,pending,94741173
BQXh4,Assault in a public place,2021-12-10 13:16:09,3,pending,04664219
Cx3jq,Assault on an officer,2021-06-18 14:55:59,10,pending,17226513
naZwj,Vandalism in a park,2020-06-30 21:08:30,2,pending,73428080
rhckj,Assault on an officer,2019-01-15 09:02:25,2,closed,48078789
bguZJ,Child abuse,2020-07-31 01:41:20,4,pending,35347687
jyNhk,Kidnapping,2022-05-06 14:36:25,7,pending,31167004
dEx5W,Assault on an officer,2020-06-27 15:40:15,6,pending,68166927
gQk0E,Cybercrime,2019-12-31 01:00:40,2,pending,83715316
ST3Ql,Robbery at a convenience store,2019-05-25 15:40:54,10,closed,33989217
PpE2S,Burglary in a residential area,2022-02-20 04:30:06,1,pending,85270369
etkWl,Burglary in a residential area,2019-01-01 16:08:23,9,closed,23270365
zDwic,Trespassing,2022-06-20 14:52:04,2,closed,56730018
9egCg,Stalking,2019-06-25 20:43:27,4,pending,56874075
4qchf,Drug trafficking,2022-05-12 06:33:13,8,pending,66058771
XrcUx,Stalking,2019-10-29 00:41:04,5,closed,20786193
RG7cH,Public disturbance,2020-10-12 20:21:58,2,closed,79515083
penEA,Child abuse,2021-10-20 00:34:28,4,pending,28870151
5mE0Q,Public disturbance,2022-02-04 17:36:06,7,closed,87413302
XHmB9,Burglary in a residential area,2019-01-21 18:27:55,5,closed,83742941
lj7S8,Burglary in a residential area,2019-09-25 08:53:01,2,closed,75679903
